datetime;(('bus_gen', 'storage'), 'flow');(('storage', '0'), 'delta');(('storage', '0'), 'delta_out');(('storage', '1'), 'delta');(('storage', '1'), 'delta_out');(('storage', '2'), 'delta');(('storage', '2'), 'delta_out');(('storage', '3'), 'delta');(('storage', '3'), 'delta_out');(('storage', '4'), 'delta');(('storage', '4'), 'delta_out');P_in;P_in_stor;P_out;P_out_stor;(('storage', 'None'), 'Y_p_in');(('storage', 'None'), 'Y_p_out');soc;(('storage', 'bus_dem'), 'flow');eta_in;eta_out
2021-01-18 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-18 21:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-18 22:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-18 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 01:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 02:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 03:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 05:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 06:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 07:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 08:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 09:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 10:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 11:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 12:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 13:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 14:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 15:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 16:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 17:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 18:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 19:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 21:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 22:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-19 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 01:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 02:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 03:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 05:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 06:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 07:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 08:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 09:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 10:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 11:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 12:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 13:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 14:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 15:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 16:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 17:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 18:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 19:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 21:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 22:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-20 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 01:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 02:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 03:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 05:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 06:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.873899999999978;0.0;;
2021-01-21 07:00:00;15.900000000000006;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.900000000000006;9.873899999999978;0.0;0.0;1.0;0.0;19.747799999999955;0.0;0.6209999999999983;
2021-01-21 08:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.747799999999955;0.0;;
2021-01-21 09:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.747799999999955;0.0;;
2021-01-21 10:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.747799999999955;0.0;;
2021-01-21 11:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.747799999999955;0.0;;
2021-01-21 12:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;109.63050000000428;0.0;0.848543980786592;
2021-01-21 13:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.63050000000428;0.0;;
2021-01-21 14:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.63050000000428;0.0;;
2021-01-21 15:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;199.5132000000086;0.0;0.848543980786592;
2021-01-21 16:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;289.39590000001294;0.0;0.848543980786592;
2021-01-21 17:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;379.27860000001726;0.0;0.848543980786592;
2021-01-21 18:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;469.1613000000216;0.0;0.848543980786592;
2021-01-21 19:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;559.0440000000259;0.0;0.848543980786592;
2021-01-21 20:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;648.9267000000302;0.0;0.848543980786592;
2021-01-21 21:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;738.8094000000345;0.0;0.848543980786592;
2021-01-21 22:00:00;105.95098963697882;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.95098963697882;87.97668413526867;0.0;0.0;1.0;0.0;826.7860841353032;0.0;0.8303526416950353;
2021-01-21 23:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;916.6687841353075;0.0;0.848543980786592;
2021-01-22 00:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1006.5514841353119;0.0;0.848543980786592;
2021-01-22 01:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1096.4341841353162;0.0;0.848543980786592;
2021-01-22 02:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1186.3168841353204;0.0;0.848543980786592;
2021-01-22 03:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1276.1995841353246;0.0;0.848543980786592;
2021-01-22 04:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1366.0822841353288;0.0;0.848543980786592;
2021-01-22 05:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1455.964984135333;0.0;0.848543980786592;
2021-01-22 06:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1545.8476841353372;0.0;0.848543980786592;
2021-01-22 07:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1635.7303841353414;0.0;0.848543980786592;
2021-01-22 08:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1725.6130841353456;0.0;0.848543980786592;
2021-01-22 09:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1815.4957841353498;0.0;0.848543980786592;
2021-01-22 10:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1905.378484135354;0.0;0.848543980786592;
2021-01-22 11:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;1995.2611841353582;0.0;0.848543980786592;
2021-01-22 12:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;2085.1438841353624;0.0;0.848543980786592;
2021-01-22 13:00:00;105.92579999999992;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.92579999999992;89.88270000000432;0.0;0.0;1.0;0.0;2175.0265841353666;0.0;0.848543980786592;
2021-01-22 14:00:00;75.97453987499995;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;75.97453987499995;60.903415864633345;0.0;0.0;1.0;0.0;2235.93;0.0;0.8016292821889681;
2021-01-22 15:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 16:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 17:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 18:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 19:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 21:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 22:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-22 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 01:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 02:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 03:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 05:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 06:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 07:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 08:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 09:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 10:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 11:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 12:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 13:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 14:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 15:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
2021-01-23 16:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2235.93;0.0;;
