datetime;(('bus_gen', 'storage'), 'flow');P_in;P_out;soc;(('storage', 'bus_dem'), 'flow')
2021-01-18 00:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 01:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 02:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 03:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 04:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 05:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 06:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 07:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 08:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 09:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 10:00:00;52.72;52.72;0.0;52.72;0.0
2021-01-18 11:00:00;52.72;52.72;0.0;91.42101392000001;0.0
2021-01-18 12:00:00;52.72;52.72;0.0;119.83088642447713;0.0
2021-01-18 13:00:00;52.72;52.72;0.0;140.6861760917987;0.0
2021-01-18 14:00:00;52.72;52.72;0.0;155.99575226252415;0.0
2021-01-18 15:00:00;52.72;52.72;0.0;167.2342977953873;0.0
2021-01-18 16:00:00;52.72;52.72;0.0;175.48435673142467;0.0
2021-01-18 17:00:00;0.0;0.0;16.859342500000025;105.60288387476294;16.859342500000025
2021-01-18 18:00:00;0.0;0.0;31.53;34.1002796120603;31.53
2021-01-18 19:00:00;0.0;0.0;18.177152073689157;0.0;18.177152073689157
2021-01-18 20:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 21:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 22:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 23:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 00:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 01:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 02:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 03:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 04:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 05:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 06:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 07:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 08:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 09:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 10:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 11:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 12:00:00;1.6410386249999647;1.6410386249999647;0.0;1.6410386249999647;0.0
2021-01-19 13:00:00;0.0;0.0;0.8747555440827618;0.0;0.8747555440827618
2021-01-19 14:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 15:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 16:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 17:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-19 18:00:00;0.0;0.0;0.0;0.0;0.0
