datetime;(('bus_gen', 'storage'), 'flow');P_in;P_out;soc;(('storage', 'bus_dem'), 'flow')
2021-01-18 00:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 01:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 02:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 03:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 04:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 05:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 06:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 07:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 08:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 09:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 10:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 11:00:00;0.0;0.0;0.0;0.0;0.0
2021-01-18 12:00:00;31.64218262499992;31.64218262499992;0.0;31.641011864242795;0.0
2021-01-18 13:00:00;52.72;52.72;0.0;77.67834633821471;0.0
2021-01-18 14:00:00;52.72;52.72;0.0;113.99531197401771;0.0
2021-01-18 15:00:00;52.72;52.72;0.0;142.64427716851165;0.0
2021-01-18 16:00:00;52.72;52.72;0.0;165.24427120287493;0.0
2021-01-18 17:00:00;52.72;52.72;0.0;183.07247989682872;0.0
2021-01-18 18:00:00;52.72;52.72;0.0;197.13642277893243;0.0
2021-01-18 19:00:00;52.72;52.72;0.0;208.23089069696587;0.0
2021-01-18 20:00:00;52.72;52.72;0.0;216.9828615643178;0.0
2021-01-18 21:00:00;52.72;52.72;0.0;223.88693255076618;0.0
2021-01-18 22:00:00;52.72;52.72;0.0;229.33327108506487;0.0
2021-01-18 23:00:00;52.72;52.72;0.0;233.62966425489319;0.0
2021-01-19 00:00:00;52.72;52.72;0.0;237.01891267445077;0.0
2021-01-19 01:00:00;52.72;52.72;0.0;239.69255179345456;0.0
2021-01-19 02:00:00;52.72;52.72;0.0;241.80167607523276;0.0
2021-01-19 03:00:00;52.72;52.72;0.0;243.46547774703205;0.0
2021-01-19 04:00:00;52.72;52.72;0.0;244.77798267004596;0.0
2021-01-19 05:00:00;52.72;52.72;0.0;245.81336399110978;0.0
2021-01-19 06:00:00;52.72;52.72;0.0;246.63013386466287;0.0
2021-01-19 07:00:00;52.72;52.72;0.0;247.2744501303441;0.0
2021-01-19 08:00:00;52.72;52.72;0.0;247.78272481537311;0.0
2021-01-19 09:00:00;52.72;52.72;0.0;248.18368187513042;0.0
2021-01-19 10:00:00;52.72;52.72;0.0;248.49998046033352;0.0
2021-01-19 11:00:00;52.72;52.72;0.0;248.74949544595825;0.0
2021-01-19 12:00:00;52.72;52.72;0.0;248.9463275880032;0.0
2021-01-19 13:00:00;52.72;52.72;0.0;249.10160039474462;0.0
2021-01-19 14:00:00;52.72;52.72;0.0;249.22408874579784;0.0
2021-01-19 15:00:00;52.72;52.72;0.0;249.32071478392135;0.0
2021-01-19 16:00:00;52.72;52.72;0.0;249.3969391037294;0.0
2021-01-19 17:00:00;52.72;52.72;0.0;249.45706934442887;0.0
